idNegociacion,estado
191,aprobado
192,aprobado
193,aprobado
194,aprobado
195,aprobado
196,aprobado
197,aprobado
198,aprobado
199,aprobado
200,aprobado
201,aprobado
202,aprobado
203,aprobado
204,aprobado
205,aprobado
206,aprobado
207,aprobado
208,aprobado
209,aprobado
210,aprobado
211,aprobado
212,aprobado
213,aprobado
214,aprobado
215,aprobado
216,aprobado
217,aprobado
218,aprobado
219,aprobado
220,aprobado
221,aprobado
222,aprobado
223,aprobado
224,aprobado
225,aprobado
226,aprobado
227,aprobado
228,aprobado
229,aprobado
230,aprobado
231,aprobado
232,aprobado
233,aprobado
234,aprobado
235,aprobado
236,aprobado
237,aprobado
238,aprobado
239,aprobado
240,aprobado
241,aprobado
242,aprobado
243,aprobado
244,aprobado
245,aprobado
246,aprobado
247,aprobado
248,aprobado
249,aprobado
250,aprobado
251,aprobado
252,aprobado
253,aprobado
254,aprobado
255,aprobado
256,aprobado
257,aprobado
258,aprobado
259,aprobado
260,aprobado
261,aprobado
262,aprobado
263,aprobado
264,aprobado
265,aprobado
266,aprobado
267,aprobado
268,aprobado
269,aprobado
270,aprobado
271,aprobado
272,aprobado
273,aprobado
274,aprobado
275,aprobado
276,aprobado
277,aprobado
278,aprobado
279,aprobado
280,aprobado
281,aprobado
282,aprobado
283,aprobado
284,aprobado
285,aprobado
286,aprobado
287,aprobado
288,aprobado
289,aprobado
290,aprobado
291,aprobado
292,aprobado
293,aprobado
294,aprobado
295,aprobado
296,aprobado
297,aprobado
298,aprobado
299,aprobado
300,aprobado
301,aprobado
302,aprobado
303,aprobado
304,aprobado
305,aprobado
306,aprobado
307,aprobado
308,aprobado
309,aprobado
310,aprobado
311,aprobado
312,aprobado
313,aprobado
314,aprobado
315,aprobado
316,aprobado
317,aprobado
318,aprobado
319,aprobado
320,aprobado
321,aprobado
322,aprobado
323,aprobado
324,aprobado
325,aprobado
326,aprobado
327,aprobado
328,aprobado
329,aprobado
330,aprobado
331,aprobado
332,aprobado
333,aprobado
334,aprobado
335,aprobado
336,aprobado
337,aprobado
338,aprobado
339,aprobado
340,aprobado
341,aprobado
342,aprobado
343,aprobado
344,aprobado
345,aprobado
346,aprobado
347,aprobado
348,aprobado
349,aprobado
350,aprobado
351,aprobado
352,aprobado
353,aprobado
354,aprobado
355,aprobado
356,aprobado
357,aprobado
358,aprobado
359,aprobado
360,aprobado
361,aprobado
362,aprobado
363,aprobado
364,aprobado
365,aprobado
366,aprobado
367,aprobado
368,aprobado
369,aprobado
370,aprobado
371,aprobado
372,aprobado
373,aprobado
374,aprobado
375,aprobado
376,aprobado
377,aprobado
378,aprobado
379,aprobado
380,aprobado
381,aprobado
382,aprobado
383,aprobado
384,aprobado
385,aprobado
386,aprobado
387,aprobado
388,aprobado
389,aprobado
390,aprobado
391,aprobado
392,aprobado
393,aprobado
394,aprobado
395,aprobado
396,aprobado
397,aprobado
398,aprobado
399,aprobado
400,aprobado
401,aprobado
402,aprobado
403,aprobado
404,aprobado
405,aprobado
406,aprobado
407,aprobado
408,aprobado
409,aprobado
410,aprobado
411,aprobado
412,aprobado
413,aprobado
414,aprobado
415,aprobado
416,aprobado
417,aprobado
418,aprobado
419,aprobado
420,aprobado
421,aprobado
422,aprobado
423,aprobado
424,aprobado
425,aprobado
426,aprobado
427,aprobado
428,aprobado
429,aprobado
430,aprobado
431,aprobado
432,aprobado
433,aprobado
434,aprobado
435,aprobado
436,aprobado
437,aprobado
438,aprobado
439,aprobado
440,aprobado
441,aprobado
442,aprobado
443,aprobado
444,aprobado
445,aprobado
446,aprobado
447,aprobado
448,aprobado
449,aprobado
450,aprobado
451,aprobado
452,aprobado
453,aprobado
454,aprobado
455,aprobado
456,aprobado
457,aprobado
458,aprobado
459,aprobado
460,aprobado
461,aprobado
462,aprobado
463,aprobado
464,aprobado
465,aprobado
466,aprobado
467,aprobado
468,aprobado
469,aprobado
470,aprobado
471,aprobado
472,aprobado
473,aprobado
474,aprobado
475,aprobado
476,aprobado
477,aprobado
478,aprobado
479,aprobado
480,aprobado
481,aprobado
482,aprobado
483,aprobado
484,aprobado
485,aprobado
486,aprobado
487,aprobado
488,aprobado
489,aprobado
490,aprobado
491,aprobado
492,aprobado
493,aprobado
494,aprobado
495,aprobado
496,aprobado
497,aprobado
498,aprobado
499,aprobado
500,aprobado
501,aprobado
502,aprobado
503,aprobado
504,aprobado
505,aprobado
506,aprobado
507,aprobado
508,aprobado
509,aprobado
510,aprobado
511,aprobado
512,aprobado
513,aprobado
514,aprobado
515,aprobado
516,aprobado
517,aprobado
518,aprobado
519,aprobado
520,aprobado
521,aprobado
522,aprobado
523,aprobado
524,aprobado
525,aprobado
526,aprobado
527,aprobado
528,aprobado
529,aprobado
530,aprobado
531,aprobado
532,aprobado
533,aprobado
534,aprobado
535,aprobado
536,aprobado
537,aprobado
538,aprobado
539,aprobado
540,aprobado
541,aprobado
542,aprobado
543,aprobado
544,aprobado
545,aprobado
546,aprobado
547,aprobado
548,aprobado
549,aprobado
550,aprobado
551,aprobado
552,aprobado
553,aprobado
554,aprobado
555,aprobado
556,aprobado
557,aprobado
558,aprobado
559,aprobado
560,aprobado
561,aprobado
562,aprobado
563,aprobado
564,aprobado
565,aprobado
566,aprobado
567,aprobado
568,aprobado
569,aprobado
570,aprobado
571,aprobado
572,aprobado
573,aprobado
574,aprobado
575,aprobado
576,aprobado
577,aprobado
578,aprobado
579,aprobado
580,aprobado
581,aprobado
582,aprobado
583,aprobado
584,aprobado
585,aprobado
586,aprobado
587,aprobado
588,aprobado
589,aprobado
590,aprobado
591,aprobado
592,aprobado
593,aprobado
594,aprobado
595,aprobado
596,aprobado
597,aprobado
598,aprobado
599,aprobado
600,aprobado
601,aprobado
602,aprobado
603,aprobado
604,aprobado
605,aprobado
606,aprobado
607,aprobado
608,aprobado
609,aprobado
610,aprobado
611,aprobado
612,aprobado
613,aprobado
614,aprobado
615,aprobado
616,aprobado
617,aprobado
618,aprobado
619,aprobado
620,aprobado
621,aprobado
622,aprobado
623,aprobado
624,aprobado
625,aprobado
626,aprobado
627,aprobado
628,aprobado
629,aprobado
630,aprobado
631,aprobado
632,aprobado
633,aprobado
634,aprobado
635,aprobado
636,aprobado
637,aprobado
638,aprobado
639,aprobado
640,aprobado
641,aprobado
642,aprobado
643,aprobado
644,aprobado
645,aprobado
646,aprobado
647,aprobado
648,aprobado
649,aprobado
650,aprobado
651,aprobado
652,aprobado
653,aprobado
654,aprobado
655,aprobado
656,aprobado
657,aprobado
658,aprobado
659,aprobado
660,aprobado
661,aprobado
662,aprobado
663,aprobado
664,aprobado
665,aprobado
666,aprobado
667,aprobado
668,aprobado
669,aprobado
670,aprobado
671,aprobado
672,aprobado
673,aprobado
674,aprobado
675,aprobado
676,aprobado
677,aprobado
678,aprobado
679,aprobado
680,aprobado
681,aprobado
682,aprobado
683,aprobado
684,aprobado
685,aprobado
686,aprobado
687,aprobado
688,aprobado
689,aprobado
690,aprobado
691,aprobado
692,aprobado
693,aprobado
694,aprobado
695,aprobado
696,aprobado
697,aprobado
698,aprobado
699,aprobado
700,aprobado
701,aprobado
702,aprobado
703,aprobado
704,aprobado
705,aprobado
706,aprobado
707,aprobado
708,aprobado
709,aprobado
710,aprobado
711,aprobado
712,aprobado
713,aprobado
714,aprobado
715,aprobado
716,aprobado
717,aprobado
718,aprobado
719,aprobado
720,aprobado
721,aprobado
722,aprobado
723,aprobado
724,aprobado
725,aprobado
726,aprobado
727,aprobado
728,aprobado
729,aprobado
730,aprobado
731,aprobado
732,aprobado
733,aprobado
734,aprobado
735,aprobado
736,aprobado
737,aprobado
738,aprobado
739,aprobado
740,aprobado
741,aprobado
742,aprobado
743,aprobado
744,aprobado
745,aprobado
746,aprobado
747,aprobado
748,aprobado
749,aprobado
750,aprobado
751,aprobado
752,aprobado
753,aprobado
754,aprobado
755,aprobado
756,aprobado
757,aprobado
758,aprobado
759,aprobado
760,aprobado
761,aprobado
762,aprobado
763,aprobado
764,aprobado
765,aprobado
766,aprobado
767,aprobado
768,aprobado
769,aprobado
770,aprobado
771,aprobado
772,aprobado
773,aprobado
774,aprobado
775,aprobado
776,aprobado
777,aprobado
778,aprobado
779,aprobado
780,aprobado
781,aprobado
782,aprobado
783,aprobado
784,aprobado
785,aprobado
786,aprobado
787,aprobado
788,aprobado
789,aprobado
790,aprobado
791,aprobado
792,aprobado
793,aprobado
794,aprobado
795,aprobado
796,aprobado
797,aprobado
798,aprobado
799,aprobado
800,aprobado
801,aprobado
802,aprobado
803,aprobado
804,aprobado
805,aprobado
806,aprobado
807,aprobado
808,aprobado
809,aprobado
810,aprobado
811,aprobado
812,aprobado
813,aprobado
814,aprobado
815,aprobado
816,aprobado
817,aprobado
818,aprobado
819,aprobado
820,aprobado
821,aprobado
822,aprobado
823,aprobado
824,aprobado
825,aprobado
826,aprobado
827,aprobado
828,aprobado
829,aprobado
830,aprobado
831,aprobado
832,aprobado
833,aprobado
834,aprobado
835,aprobado
836,aprobado
837,aprobado
838,aprobado
839,aprobado
840,aprobado
841,aprobado
842,aprobado
843,aprobado
844,aprobado
845,aprobado
846,aprobado
847,aprobado
848,aprobado
849,aprobado
850,aprobado
851,aprobado
852,aprobado
853,aprobado
854,aprobado
855,aprobado
856,aprobado
857,aprobado
858,aprobado
859,aprobado
860,aprobado
861,aprobado
862,aprobado
863,aprobado
864,aprobado
865,aprobado
866,aprobado
867,aprobado
868,aprobado
869,aprobado
870,aprobado
871,aprobado
872,aprobado
873,aprobado
874,aprobado
875,aprobado
876,aprobado
877,aprobado
878,aprobado
879,aprobado
880,aprobado
881,aprobado
882,aprobado
883,aprobado
884,aprobado
885,aprobado
886,aprobado
887,aprobado
888,aprobado
889,aprobado
890,aprobado
891,aprobado
892,aprobado
893,aprobado
894,aprobado
895,aprobado
896,aprobado
897,aprobado
898,aprobado
899,aprobado
900,aprobado
901,aprobado
902,aprobado
903,aprobado
904,aprobado
905,aprobado
906,aprobado
907,aprobado
908,aprobado
909,aprobado
910,aprobado
911,aprobado
912,aprobado
913,aprobado
914,aprobado
915,aprobado
916,aprobado
917,aprobado
918,aprobado
919,aprobado
920,aprobado
921,aprobado
922,aprobado
923,aprobado
924,aprobado
925,aprobado
926,aprobado
927,aprobado
928,aprobado
929,aprobado
930,aprobado
931,aprobado
932,aprobado
933,aprobado
934,aprobado
935,aprobado
936,aprobado
937,aprobado
938,aprobado
939,aprobado
940,aprobado
941,aprobado
942,aprobado
943,aprobado
944,aprobado
945,aprobado
946,aprobado
947,aprobado
948,aprobado
949,aprobado
950,aprobado
951,aprobado
952,aprobado
953,aprobado
954,aprobado
955,aprobado
956,aprobado
957,aprobado
958,aprobado
959,aprobado
960,aprobado
961,aprobado
962,aprobado
963,aprobado
964,aprobado
965,aprobado
966,aprobado
967,aprobado
968,aprobado
969,aprobado
970,aprobado
971,aprobado
972,aprobado
973,aprobado
974,aprobado
975,aprobado
976,aprobado
977,aprobado
978,aprobado
979,aprobado
980,aprobado
981,aprobado
982,aprobado
983,aprobado
984,aprobado
985,aprobado
986,aprobado
987,aprobado
988,aprobado
989,aprobado
990,aprobado
991,aprobado
992,aprobado
993,aprobado
994,aprobado
995,aprobado
996,aprobado
997,aprobado
998,aprobado
999,aprobado
1000,aprobado
1001,aprobado
1002,aprobado
1003,aprobado
1004,aprobado
1005,aprobado
1006,aprobado
1007,aprobado
1008,aprobado
1009,aprobado
1010,aprobado
1011,aprobado
1012,aprobado
1013,aprobado
1014,aprobado
1015,aprobado
1016,aprobado
1017,aprobado
1018,aprobado
1019,aprobado
1020,aprobado
1021,aprobado
1022,aprobado
1023,aprobado
1024,aprobado
1025,aprobado
1026,aprobado
1027,aprobado
1028,aprobado
1029,aprobado
1030,aprobado
1031,aprobado
1032,aprobado
1033,aprobado
1034,aprobado
1035,aprobado
1036,aprobado
1037,aprobado
1038,aprobado
1039,aprobado
1040,aprobado
1041,aprobado
1042,aprobado
1043,aprobado
1044,aprobado
1045,aprobado
1046,aprobado
1047,aprobado
1048,aprobado
1049,aprobado
1050,aprobado
1051,aprobado
1052,aprobado
1053,aprobado
1054,aprobado
1055,aprobado
1056,aprobado
1057,aprobado
1058,aprobado
1059,aprobado
1060,aprobado
1061,aprobado
1062,aprobado
1063,aprobado
1064,aprobado
1065,aprobado
1066,aprobado
1067,aprobado
1068,aprobado
1069,aprobado
1070,aprobado
1071,aprobado
1072,aprobado
1073,aprobado
1074,aprobado
1075,aprobado
1076,aprobado
1077,aprobado
1078,aprobado
1079,aprobado
1080,aprobado
1081,aprobado
1082,aprobado
1083,aprobado
1084,aprobado
1085,aprobado
1086,aprobado
1087,aprobado
1088,aprobado
1089,aprobado
1090,aprobado
1091,aprobado
1092,aprobado
1093,aprobado
1094,aprobado
1095,aprobado
1096,aprobado
1097,aprobado
1098,aprobado
1099,aprobado
1100,aprobado
1101,aprobado
1102,aprobado
1103,aprobado
1104,aprobado
1105,aprobado
1106,aprobado
1107,aprobado
1108,aprobado
1109,aprobado
1110,aprobado
1111,aprobado
1112,aprobado
1113,aprobado
1114,aprobado
1115,aprobado
1116,aprobado
1117,aprobado
1118,aprobado
1119,aprobado
1120,aprobado
1121,aprobado
1122,aprobado
1123,aprobado
1124,aprobado
1125,aprobado
1126,aprobado
1127,aprobado
1128,aprobado
1129,aprobado
1130,aprobado
1131,aprobado
1132,aprobado
1133,aprobado
1134,aprobado
1135,aprobado
1136,aprobado
1137,aprobado
1138,aprobado
1139,aprobado
1140,aprobado
1141,aprobado
1142,aprobado
1143,aprobado
1144,aprobado
1145,aprobado
1146,aprobado
1147,aprobado
1148,aprobado
1149,aprobado
1150,aprobado
1151,aprobado
1152,aprobado
1153,aprobado
1154,aprobado
1155,aprobado
1156,aprobado
1157,aprobado
1158,aprobado
1159,aprobado
1160,aprobado
1161,aprobado
1162,aprobado
1163,aprobado
1164,aprobado
1165,aprobado
1166,aprobado
1167,aprobado
1168,aprobado
1169,aprobado
1170,aprobado
1171,aprobado
1172,aprobado
1173,aprobado
1174,aprobado
1175,aprobado
1176,aprobado
1177,aprobado
1178,aprobado
1179,aprobado
1180,aprobado
1181,aprobado
1182,aprobado
1183,aprobado
1184,aprobado
1185,aprobado
1186,aprobado
1187,aprobado
1188,aprobado
1189,aprobado
1190,aprobado
1191,aprobado
1192,aprobado
1193,aprobado
1194,aprobado
1195,aprobado
1196,aprobado
1197,aprobado
1198,aprobado
1199,aprobado
1200,aprobado
1201,aprobado
1202,aprobado
1203,aprobado
1204,aprobado
1205,aprobado
1206,aprobado
1207,aprobado
1208,aprobado
1209,aprobado
1210,aprobado
1211,aprobado
1212,aprobado
1213,aprobado
1214,aprobado
1215,aprobado
1216,aprobado
1217,aprobado
1218,aprobado
1219,aprobado
1220,aprobado
1221,aprobado
1222,aprobado
1223,aprobado
1224,aprobado
1225,aprobado
1226,aprobado
1227,aprobado
1228,aprobado
1229,aprobado
1230,aprobado
1231,aprobado
1232,aprobado
1233,aprobado
1234,aprobado
1235,aprobado
1236,aprobado
1237,aprobado
1238,aprobado
1239,aprobado
1240,aprobado
1241,aprobado
1242,aprobado
1243,aprobado
1244,aprobado
1245,aprobado
1246,aprobado
1247,aprobado
1248,aprobado
1249,aprobado
1250,aprobado
1251,aprobado
1252,aprobado
1253,aprobado
1254,aprobado
1255,aprobado
1256,aprobado
1257,aprobado
1258,aprobado
1259,aprobado
1260,aprobado
1261,aprobado
1262,aprobado
1263,aprobado
1264,aprobado
1265,aprobado
1266,aprobado
1267,aprobado
1268,aprobado
1269,aprobado
1270,aprobado
1271,aprobado
1272,aprobado
1273,aprobado
1274,aprobado
1275,aprobado
1276,aprobado
1277,aprobado
1278,aprobado
1279,aprobado
1280,aprobado
1281,aprobado
1282,aprobado
1283,aprobado
1284,aprobado
1285,aprobado
1286,aprobado
1287,aprobado
1288,aprobado
1289,aprobado
1290,aprobado
1291,aprobado
1292,aprobado
1293,aprobado
1294,aprobado
1295,aprobado
1296,aprobado
1297,aprobado
1298,aprobado
1299,aprobado
1300,aprobado
1301,aprobado
1302,aprobado
1303,aprobado
1304,aprobado
1305,aprobado
1306,aprobado
1307,aprobado
1308,aprobado
1309,aprobado
1310,aprobado
1311,aprobado
1312,aprobado
1313,aprobado
1314,aprobado
1315,aprobado
1316,aprobado
1317,aprobado
1318,aprobado
1319,aprobado
1320,aprobado
1321,aprobado
1322,aprobado
1323,aprobado
1324,aprobado
1325,aprobado
1326,aprobado
1327,aprobado
1328,aprobado
1329,aprobado
1330,aprobado
1331,aprobado
1332,aprobado
1333,aprobado
1334,aprobado
1335,aprobado
1336,aprobado
1337,aprobado
1338,aprobado
1339,aprobado
1340,aprobado
1341,aprobado
1342,aprobado
1343,aprobado
1344,aprobado
1345,aprobado
1346,aprobado
1347,aprobado
1348,aprobado
1349,aprobado
1350,aprobado
1351,aprobado
1352,aprobado
1353,aprobado
1354,aprobado
1355,aprobado
1356,aprobado
1357,aprobado
1358,aprobado
1359,aprobado
1360,aprobado
1361,aprobado
1362,aprobado
1363,aprobado
1364,aprobado
1365,aprobado
1366,aprobado
1367,aprobado
1368,aprobado
1369,aprobado
1370,aprobado
1371,aprobado
1372,aprobado
1373,aprobado
1374,aprobado
1375,aprobado
1376,aprobado
1377,aprobado
1378,aprobado
1379,aprobado
1380,aprobado
1381,aprobado
1382,aprobado
1383,aprobado
1384,aprobado
1385,aprobado
1386,aprobado
1387,aprobado
1388,aprobado
1389,aprobado
1390,aprobado
1391,aprobado
1392,aprobado
1393,aprobado
1394,aprobado
1395,aprobado
1396,aprobado
1397,aprobado
1398,aprobado
1399,aprobado
1400,aprobado
1401,aprobado
1402,aprobado
1403,aprobado
1404,aprobado
1405,aprobado
1406,aprobado
1407,aprobado
1408,aprobado
1409,aprobado
1410,aprobado
1411,aprobado
1412,aprobado
1413,aprobado
1414,aprobado
1415,aprobado
1416,aprobado
1417,aprobado
1418,aprobado
1419,aprobado
1420,aprobado
1421,aprobado
1422,aprobado
1423,aprobado
1424,aprobado
1425,aprobado
1426,aprobado
1427,aprobado
1428,aprobado
1429,aprobado
1430,aprobado
1431,aprobado
1432,aprobado
1433,aprobado
1434,aprobado
1435,aprobado
1436,aprobado
1437,aprobado
1438,aprobado
1439,aprobado
1440,aprobado
1441,aprobado
1442,aprobado
1443,aprobado
1444,aprobado
1445,aprobado
1446,aprobado
1447,aprobado
1448,aprobado
1449,aprobado
1450,aprobado
1451,aprobado
1452,aprobado
1453,aprobado
1454,aprobado
1455,aprobado
1456,aprobado
1457,aprobado
1458,aprobado
1459,aprobado
1460,aprobado
1461,aprobado
1462,aprobado
1463,aprobado
1464,aprobado
1465,aprobado
1466,aprobado
1467,aprobado
1468,aprobado
1469,aprobado
1470,aprobado
1471,aprobado
1472,aprobado
1473,aprobado
1474,aprobado
1475,aprobado
1476,aprobado
1477,aprobado
1478,aprobado
1479,aprobado
1480,aprobado
1481,aprobado
1482,aprobado
1483,aprobado
1484,aprobado
1485,aprobado
1486,aprobado
1487,aprobado
1488,aprobado
1489,aprobado
1490,aprobado
1491,aprobado
1492,aprobado
1493,aprobado
1494,aprobado
1495,aprobado
1496,aprobado
1497,aprobado
1498,aprobado
1499,aprobado
1500,aprobado
1501,aprobado
1502,aprobado
1503,aprobado
1504,aprobado
1505,aprobado
1506,aprobado
1507,aprobado
1508,aprobado
1509,aprobado
1510,aprobado
1511,aprobado
1512,aprobado
1513,aprobado
1514,aprobado
1515,aprobado
1516,aprobado
1517,aprobado
1518,aprobado
1519,aprobado
1520,aprobado
1521,aprobado
1522,aprobado
1523,aprobado
1524,aprobado
1525,aprobado
1526,aprobado
1527,aprobado
1528,aprobado
1529,aprobado
1530,aprobado
1531,aprobado
1532,aprobado
1533,aprobado
1534,aprobado
1535,aprobado
1536,aprobado
1537,aprobado
1538,aprobado
1539,aprobado
1540,aprobado
1541,aprobado
1542,aprobado
1543,aprobado
1544,aprobado
1545,aprobado
1546,aprobado
1547,aprobado
1548,aprobado
1549,aprobado
1550,aprobado
1551,aprobado
1552,aprobado
1553,aprobado
1554,aprobado
1555,aprobado
1556,aprobado
1557,aprobado
1558,aprobado
1559,aprobado
1560,aprobado
1561,aprobado
1562,aprobado
1563,aprobado
1564,aprobado
1565,aprobado
1566,aprobado
1567,aprobado
1568,aprobado
1569,aprobado
1570,aprobado
1571,aprobado
1572,aprobado
1573,aprobado
1574,aprobado
1575,aprobado
1576,aprobado
1577,aprobado
1578,aprobado
1579,aprobado
1580,aprobado
1581,aprobado
1582,aprobado
1583,aprobado
1584,aprobado
1585,aprobado
1586,aprobado
1587,aprobado
1588,aprobado
1589,aprobado
1590,aprobado
1591,aprobado
1592,aprobado
1593,aprobado
1594,aprobado
1595,aprobado
1596,aprobado
1597,aprobado
1598,aprobado
1599,aprobado
1600,aprobado
1601,aprobado
1602,aprobado
1603,aprobado
1604,aprobado
1605,aprobado
1606,aprobado
1607,aprobado
1608,aprobado
1609,aprobado
1610,aprobado
1611,aprobado
1612,aprobado
1613,aprobado
1614,aprobado
1615,aprobado
1616,aprobado
1617,aprobado
1618,aprobado
1619,aprobado
1620,aprobado
1621,aprobado
1622,aprobado
1623,aprobado
1624,aprobado
1625,aprobado
1626,aprobado
1627,aprobado
1628,aprobado
1629,aprobado
1630,aprobado
1631,aprobado
1632,aprobado
1633,aprobado
1634,aprobado
1635,aprobado
1636,aprobado
1637,aprobado
1638,aprobado
1639,aprobado
1640,aprobado
1641,aprobado
1642,aprobado
1643,aprobado
1644,aprobado
1645,aprobado
1646,aprobado
1647,aprobado
1648,aprobado
1649,aprobado
1650,aprobado
1651,aprobado
1652,aprobado
1653,aprobado
1654,aprobado
1655,aprobado
1656,aprobado
1657,aprobado
1658,aprobado
1659,aprobado
1660,aprobado
1661,aprobado
1662,aprobado
1663,aprobado
1664,aprobado
1665,aprobado
1666,aprobado
1667,aprobado
1668,aprobado
1669,aprobado
1670,aprobado
1671,aprobado
1672,aprobado
1673,aprobado
1674,aprobado
1675,aprobado
1676,aprobado
1677,aprobado
1678,aprobado
1679,aprobado
1680,aprobado
1681,aprobado
1682,aprobado
1683,aprobado
1684,aprobado
1685,aprobado
1686,aprobado
1687,aprobado
1688,aprobado
1689,aprobado
1690,aprobado
1691,aprobado
1692,aprobado
1693,aprobado
1694,aprobado
1695,aprobado
1696,aprobado
1697,aprobado
1698,aprobado
1699,aprobado
1700,aprobado
1701,aprobado
1702,aprobado
1703,aprobado
1704,aprobado
1705,aprobado
1706,aprobado
1707,aprobado
1708,aprobado
1709,aprobado
1710,aprobado
1711,aprobado
1712,aprobado
1713,aprobado
1714,aprobado
1715,aprobado
1716,aprobado
1717,aprobado
1718,aprobado
1719,aprobado
1720,aprobado
1721,aprobado
1722,aprobado
1723,aprobado
1724,aprobado
1725,aprobado
1726,aprobado
1727,aprobado
1728,aprobado
1729,aprobado
1730,aprobado
1731,aprobado
1732,aprobado
1733,aprobado
1734,aprobado
1735,aprobado
1736,aprobado
1737,aprobado
1738,aprobado
1739,aprobado
1740,aprobado
1741,aprobado
1742,aprobado
1743,aprobado
1744,aprobado
1745,aprobado
1746,aprobado
1747,aprobado
1748,aprobado
1749,aprobado
1750,aprobado
1751,aprobado
1752,aprobado
1753,aprobado
1754,aprobado
1755,aprobado
1756,aprobado
1757,aprobado
1758,aprobado
1759,aprobado
1760,aprobado
1761,aprobado
1762,aprobado
1763,aprobado
1764,aprobado
1765,aprobado
1766,aprobado
1767,aprobado
1768,aprobado
1769,aprobado
1770,aprobado
1771,aprobado
1772,aprobado
1773,aprobado
1774,aprobado
1775,aprobado
1776,aprobado
1777,aprobado
1778,aprobado
1779,aprobado
1780,aprobado
1781,aprobado
1782,aprobado
1783,aprobado
1784,aprobado
1785,aprobado
1786,aprobado
1787,aprobado
1788,aprobado
1789,aprobado
1790,aprobado
1791,aprobado
1792,aprobado
1793,aprobado
1794,aprobado
1795,aprobado
1796,aprobado
1797,aprobado
1798,aprobado
1799,aprobado
1800,aprobado
1801,aprobado
1802,aprobado
1803,aprobado
1804,aprobado
1805,aprobado
1806,aprobado
1807,aprobado
1808,aprobado
1809,aprobado
1810,aprobado
1811,aprobado
1812,aprobado
1813,aprobado
1814,aprobado
1815,aprobado
1816,aprobado
1817,aprobado
1818,aprobado
1819,aprobado
1820,aprobado
1821,aprobado
1822,aprobado
1823,aprobado
1824,aprobado
1825,aprobado
1826,aprobado
1827,aprobado
1828,aprobado
1829,aprobado
1830,aprobado
1831,aprobado
1832,aprobado
1833,aprobado
1834,aprobado
1835,aprobado
1836,aprobado
1837,aprobado
1838,aprobado
1839,aprobado
1840,aprobado
1841,aprobado
1842,aprobado
1843,aprobado
1844,aprobado
1845,aprobado
1846,aprobado
1847,aprobado
1848,aprobado
1849,aprobado
1850,aprobado
1851,aprobado
1852,aprobado
1853,aprobado
1854,aprobado
1855,aprobado
1856,aprobado
1857,aprobado
1858,aprobado
1859,aprobado
1860,aprobado
1861,aprobado
1862,aprobado
1863,aprobado
1864,aprobado
1865,aprobado
1866,aprobado
1867,aprobado
1868,aprobado
1869,aprobado
1870,aprobado
1871,aprobado
1872,aprobado
